537649475494215690:{"name":"luktvpl","score":"4912"}
704294597148541029:{"name":"Hades","score":"320"}
676420337486790657:{"name":"hetero kapibara🤙","score":"275"}
411225224445558784:{"name":"X_Gengar_X","score":"2774"}
430105491314835459:{"name":"Filipek","score":"1330"}
700250649757220984:{"name":"cheat_mix","score":"1060"}
697489727045107743:{"name":"Quberfes","score":"1034"}
808589970612289566:{"name":"conrad","score":"1670"}
927303715629703208:{"name":"soppx","score":"1799"}
995416959434899636:{"name":"Nooib","score":"2371"}
811122429555376128:{"name":"ZIPI7548","score":"3393"}
974023040914583582:{"name":"MATROX","score":"3549"}
720973267376275487:{"name":"nwm_co_tu_wpisac","score":"2430"}
942865209570263060:{"name":"policmen","score":"310"}
777562411757469747:{"name":"Macieqq","score":"1700"}
706842056668086322:{"name":"()","score":"4680"}
815651846961889293:{"name":"ZuBa_11","score":"3308"}
900032510791139410:{"name":"Szymon00","score":"3387"}
769224339488243753:{"name":"PR08LEM0X","score":"3041"}
821367758587559947:{"name":"🅺🅾🅽🅳🆉🅸🆄","score":"3280"}
500614914453536769:{"name":"xeno","score":"1220"}
582242583221108816:{"name":"Fabia4n","score":"3121"}
706570278431359017:{"name":"xvs3nk","score":"4265"}
727260319998803988:{"name":"Belluga","score":"1612"}
793461588538425375:{"name":"mati_tuszek","score":"2025"}
712737456016850954:{"name":"NexaczGaming","score":"715"}
397808726553264138:{"name":"Młody Jeżyk","score":"3738"}
615481628298313750:{"name":"Kabyrcio","score":"790"}
789830758939492385:{"name":"アルド","score":"2609"}
731857000690090055:{"name":"Ehh-KejdeR","score":"2837"}
643445053783539737:{"name":"doxpl","score":"2924"}
718030716645933126:{"name":"Rychlinho","score":"3652"}
655528703807324186:{"name":"AntyBoski","score":"360"}
553915160431951893:{"name":"Drukarka","score":"2023"}
721835063779786853:{"name":"panda520","score":"2095"}
776840248079810580:{"name":"Leonidas☆","score":"3461"}
933685040414597120:{"name":"kubixu","score":"2731"}
785788513068908567:{"name":"LDE Wisnia","score":"3610"}
835510176978960415:{"name":"kvbx","score":"1025"}
698835877907922945:{"name":"Piesel","score":"685"}
435083632554541067:{"name":"xFancil","score":"10"}
707520551748632618:{"name":"! _V31X10","score":"2495"}
825426831456993370:{"name":"FILIPOS2468","score":"1385"}
779049935706259509:{"name":"RafQu","score":"2543"}
650706975121735721:{"name":"mikosek172","score":"1907"}
813755468215746582:{"name":"melonik","score":"825"}
793201545742123048:{"name":"BobTylor","score":"1505"}
565181267516194816:{"name":"ITig3r","score":"1405"}
939654845072297994:{"name":"shopee","score":"3685"}
460054391911612416:{"name":"Nexxi","score":"3469"}
284665664189366272:{"name":"Detektyw","score":"4149"}
801186531133095936:{"name":"Twój Stary 🥵🤑✨","score":"0"}
707913588878344253:{"name":"Marel","score":"3113"}
687404474444021823:{"name":"KarY0l","score":"2525"}
740453551385346080:{"name":"yxczn","score":"415"}
758374226188828733:{"name":"xBoper","score":"655"}
888691855074656276:{"name":"Drago_2137","score":"330"}
820596301577846784:{"name":"Nikox","score":"540"}
579654441419014145:{"name":"PoszuDragon","score":"1725"}
587871478309978112:{"name":"PanPimpuś","score":"0"}
835468313236340736:{"name":"KapiGaming","score":"2274"}
591875892150796298:{"name":"Koriᑉ³","score":"565"}
938084305517826089:{"name":"Jacob1210","score":"1687"}
924756186631389194:{"name":"PiterWp9526","score":"3908"}
614140318190927883:{"name":"IxY","score":"3538"}
730734848574226453:{"name":"PogromcaDzieci","score":"2547"}
967867403235115079:{"name":"anetaklepiekotleta","score":"2321"}
768484075715166249:{"name":"Dawid","score":"1700"}
976504052324130846:{"name":"!     KrecikToSzef","score":"2102"}
596299667676069909:{"name":"maciejolbrzym55","score":"195"}
832298079637602354:{"name":"Abdulski","score":"1020"}
774609998763655198:{"name":"Marek S","score":"2653"}
728950006140239945:{"name":"Antonidry2000","score":"3394"}
929422624507969598:{"name":"S K Y <3","score":"3775"}
707596321036435507:{"name":"bekas625","score":"15"}
326311821885571072:{"name":"Hafti","score":"3198"}
934582570442694737:{"name":"Aleksiej","score":"100"}
450611187554713612:{"name":"kwrobeljumper","score":"2592"}
953220458336104518:{"name":"Exoduf0","score":"2440"}
952628324432236555:{"name":"Just Nirro","score":"3065"}
940897781063745566:{"name":"WacOsk4r","score":"3215"}
739152427420483585:{"name":"__TheRafix__","score":"3729"}
848850531073785906:{"name":"mruwa","score":"1626"}
856888929722564661:{"name":"<3.","score":"2060"}
725333460725661788:{"name":"GZYMZU","score":"5634"}
681577204391477279:{"name":"kybynyky","score":"4549"}
529682293686796299:{"name":"iksi","score":"2296"}
535477345646280705:{"name":"(Wiczka)","score":"1400"}
960195761310679071:{"name":"Filipjp","score":"3020"}
816740767603228732:{"name":"DAWKACRINGU","score":"2654"}
448478883575234561:{"name":"pierdolec10110","score":"1970"}
910517623576473620:{"name":"plocek111","score":"225"}
821122078979391498:{"name":"KOBERKA V2","score":"2815"}
973113740818001931:{"name":"kobronio_z_bydgoszczy","score":"0"}
711280513742143488:{"name":"jestem super","score":"3768"}
857349570496692235:{"name":"Krystian","score":"20"}
739020584989622272:{"name":"Apteczka","score":"50"}
693535632084959352:{"name":"Kubik","score":"75"}
931915331818102784:{"name":"♫ĊÄ₣ËȚËÄ♫","score":"4314"}
771396011586617354:{"name":"Łajcior😎","score":"3988"}
808597703629996092:{"name":"Sajmon12","score":"2827"}
728258646454304859:{"name":"itzWhite","score":"540"}
619936148298661898:{"name":"Eski","score":"405"}
847442454289842206:{"name":"đαωїđ","score":"205"}
728974435339599912:{"name":"JanosikZ08","score":"40"}
802501400138481674:{"name":"sewcio936","score":"380"}
545717516450791425:{"name":"Kiler38x38","score":"0"}
894146194761203723:{"name":"PurpleGuy2137","score":"2950"}
990399217245769788:{"name":"wowlol","score":"0"}
605744977376444476:{"name":"krecik","score":"1500"}
473516089117245441:{"name":"Heels","score":"250"}
806084758139305994:{"name":"okizek","score":"2703"}
818397239525113886:{"name":"Marcelixx","score":"2571"}
842084101053350008:{"name":"0xxXfrog_nataliaXxx0","score":"3707"}
934714495325061152:{"name":"dezix42","score":"2981"}
985952279695876226:{"name":"!    Sheroi_","score":"2957"}
851060482424700968:{"name":"Pussy-Destroyer","score":"2478"}
646034581388132372:{"name":"Rebelsonek","score":"1730"}
498519671885266964:{"name":"Nikofirst","score":"505"}
893024415300857936:{"name":"Legion","score":"3900"}
786534870410330122:{"name":"shuterek","score":"1890"}
946878590224592926:{"name":"kacperx6.9","score":"3400"}
445278921798451210:{"name":"bij_korka","score":"1345"}
857646759152844839:{"name":"grzybek55","score":"2255"}
956766566777782282:{"name":"papa's best |","score":"530"}
886267764547915786:{"name":"Mazak","score":"1729"}
655038703684812810:{"name":"Millkie","score":"635"}
785957644635996202:{"name":"TheSzanti","score":"80"}
418021636386717707:{"name":"Falisty","score":"2272"}
744600013702824108:{"name":"kajusen","score":"3439"}
937724226360713257:{"name":"Ptasiek8775","score":"1645"}
575725471329812481:{"name":"MIKI","score":"2120"}
930095947067842592:{"name":"Wojas","score":"2030"}
687608829361258518:{"name":"bobuxnoscam.notvirus","score":"1900"}
737758207417778197:{"name":"Michalek<3","score":"1280"}
481367444557135872:{"name":"Gacek","score":"2362"}
687980493815152640:{"name":"bronakbawik","score":"790"}
436500113624530945:{"name":"Nacia The Darkness","score":"3386"}
779803735424499782:{"name":"! Szarkej","score":"2652"}
890297179825139753:{"name":"susek","score":"2029"}
877202583608000542:{"name":"Bart¯\_(ツ)_/¯","score":"2056"}
773860793455214593:{"name":"ғɪɴᴇᴋ","score":"3454"}
878239453674623017:{"name":"k r z u k","score":"3495"}
895323764915597332:{"name":"marnik","score":"1160"}
896828903849619467:{"name":"Dominik374646","score":"3475"}
410482003205685249:{"name":"Milosz","score":"405"}
795048128126517248:{"name":"dwilczek80","score":"2492"}
983699330487705600:{"name":"oskioski","score":"3283"}
599403053686325249:{"name":"Faier","score":"2712"}
591673113113002014:{"name":"kaatuu9","score":"770"}
980867026581065778:{"name":"EsXD","score":"1655"}
859435302695075840:{"name":"シ𝙺𝚊𝚛𝚘𝚕𝚎𝚔","score":"1210"}
394869838411071491:{"name":"PiKro","score":"589"}
904090236399792159:{"name":"nie._.znajomy","score":"1242"}
817030179704537109:{"name":"Zed_gracz","score":"2745"}
561449709567213580:{"name":"pvpmarcel9034","score":"2699"}
761928963891134466:{"name":"kotek miki","score":"415"}
816359559974092882:{"name":"dakkys","score":"4106"}
775442985470787614:{"name":"!kaczuszka252","score":"665"}
806639317778169857:{"name":"BiałyStok","score":"4135"}
920683096402190357:{"name":"DuunYT","score":"2447"}
959234113682952223:{"name":"Maluma","score":"2820"}
751687482860503051:{"name":"Zebra","score":"2670"}
696742371391438970:{"name":"Poczciwy karzeł","score":"2770"}
943445743937658910:{"name":"Maksioo<3","score":"2535"}
584835590348865566:{"name":"xiitamenox","score":"400"}
881893855748833320:{"name":"forys to szef","score":"2095"}
791386758855393281:{"name":"RazzMaTazz","score":"3148"}
842854672473784340:{"name":"FajekPL<3","score":"610"}
808628262787743807:{"name":"ponczek depresja pierdolcie się","score":"0"}
877502730103574529:{"name":"wejpla","score":"3230"}
975289403205386250:{"name":"córka mi zmarła","score":"1817"}
867818132991115296:{"name":"kritix__YouTube","score":"710"}
886620054815408149:{"name":"Amoes","score":"3476"}
885519578090844221:{"name":"Mako123","score":"2678"}
750933329741611018:{"name":"Karataku","score":"3835"}
844963768982306836:{"name":"MATI_V2","score":"225"}
724527231510118401:{"name":"Beluga_","score":"360"}
707254626788966481:{"name":"CPU","score":"2117"}
646053524333002792:{"name":"PRO | 3DDR","score":"2134"}
777933091750281236:{"name":"pies55","score":"1180"}
975792888195735612:{"name":"OSKI","score":"355"}
754701829765595236:{"name":"Clov=n","score":"3157"}
533376850869747713:{"name":"カkaliカ","score":"1227"}
706133745706729493:{"name":"_Kendroo_™","score":"4223"}
834366796819202088:{"name":"antosiek","score":"1650"}
937713589895184394:{"name":"Jestem_Słaby","score":"3277"}
323937564300148736:{"name":"Volty","score":"810"}
793055622022955008:{"name":"xNiftu","score":"2852"}
553541690678575134:{"name":"xPatisoN","score":"565"}
872469546022363176:{"name":"🔥Colako🔥","score":"3493"}
707957865628958823:{"name":"kubyyl","score":"2370"}
561849045606203392:{"name":"gofr","score":"4031"}
994096076854403083:{"name":"meowmeow","score":"1945"}
753734557039198267:{"name":"Mikos","score":"4856"}
481161139196133397:{"name":"TheShadow","score":"775"}
841963895970725888:{"name":"xgixig","score":"3717"}
799693888268664842:{"name":"MOBS","score":"3311"}
729094678837985322:{"name":"SeLi878","score":"3450"}
926764967095599164:{"name":"lololo453","score":"3697"}
832563133436264479:{"name":"Cookiiess","score":"2106"}
518456293095112715:{"name":"mlodynons","score":"330"}
948245523473793104:{"name":"DestRex","score":"100"}
837977993954983947:{"name":"ASC_KeyBook","score":"125"}
724520667940126750:{"name":"ZlaNy","score":"115"}
848994694612385792:{"name":"Mrystequ","score":"1830"}
886024240967602216:{"name":"Kaktus","score":"2018"}
894177937950146620:{"name":"gaudieryeti","score":"3897"}
894469629555138570:{"name":"PriviX","score":"0"}
757614436478615582:{"name":"! kekw.","score":"3397"}
734420569465815072:{"name":"swirek69","score":"4043"}
643110399071223878:{"name":"npecet recet","score":"3082"}
997143942036459570:{"name":"X.C.D.B.T.LevviS","score":"2340"}
842337006079049749:{"name":"kamłeleon","score":"2128"}
957336474666295367:{"name":"siguneSA","score":"3616"}
794993007065300992:{"name":"misiek1","score":"3334"}
802543568631627807:{"name":"Modi","score":"2506"}
977632088587108403:{"name":"Kacpereq_","score":"530"}
573170056658288650:{"name":"fnaf531","score":"375"}
867530380835684372:{"name":"! vwiktxr","score":"415"}
989480153107300403:{"name":"boberroo_07","score":"775"}
797564552564572220:{"name":"rousik<3","score":"1365"}
810459086881030176:{"name":"TrafionyZ","score":"1640"}
880891269113610280:{"name":"Spocuszek","score":"2372"}
574198559256084490:{"name":"Dominiczek5484","score":"585"}
855919677082435584:{"name":"xNupierak","score":"2133"}
898227656334655528:{"name":"stiven","score":"2810"}
773154319767568404:{"name":"proboszcz_Marek","score":"1786"}
927744674909798481:{"name":"フリークルーク refil","score":"1650"}
823475010450096138:{"name":"Xhaorix","score":"900"}
748889278343282769:{"name":"💜Koksolina4🖤","score":"895"}
980930119059267645:{"name":"Kr0l_Pingwin","score":"3002"}
714036331671584768:{"name":"PogStaszek","score":"1925"}
835058716666494977:{"name":"Siersciuch","score":"1236"}
967098074151391252:{"name":"hubx","score":"2359"}
839491193520128011:{"name":"papież2037","score":"85"}
478507550199906315:{"name":"jaszczur","score":"3649"}
992874250811744416:{"name":"Domi","score":"355"}
527455994993836052:{"name":"𝐺𝑎𝑟𝑔𝑎","score":"225"}
824260573675257907:{"name":"Fabson2K","score":"665"}
850723472769417217:{"name":"$MatiX$","score":"1170"}
769185560623317002:{"name":"Czlowiek_Tivcio","score":"2720"}
575001568085016603:{"name":"niemiec","score":"2226"}
413370498207186945:{"name":"Kamilek","score":"4061"}
906192619569287178:{"name":"Biegan33","score":"1620"}
797205634621374535:{"name":"kubsonnek","score":"2120"}
813828417828028427:{"name":"\(-_-) /","score":"3454"}
844227225154093070:{"name":"Freaklus","score":"1020"}
555805314536964126:{"name":"!! 0livier <3","score":"1620"}
836910143449989140:{"name":"ImperatorWielki","score":"2095"}
558309263131279361:{"name":"ᎷᏗᏦᏕᎥᎧᏇᎩ","score":"1000"}
761303265602174996:{"name":"Nutellcia","score":"3819"}
871308411516637215:{"name":"etujb","score":"2872"}
829783089697521735:{"name":"Hubert","score":"2658"}
991284261162319973:{"name":"SpoconyMaciuś2137","score":"2040"}
473591770500956170:{"name":"Szczurazz","score":"3825"}
948284507570724895:{"name":"qn","score":"555"}
961676335749673041:{"name":"Its Monarch","score":"20"}
943560738021187654:{"name":"filip_the_cup","score":"925"}
793958661466095676:{"name":"Tomixx","score":"3745"}
981965682931548172:{"name":"MrCzarny121","score":"20"}
919560974317543434:{"name":"ignMl3ko","score":"0"}
696308674750185503:{"name":"Krzyź","score":"3873"}
861297211869888533:{"name":"jan paweł2","score":"3067"}
964224247444684873:{"name":"tnazrabraB","score":"1055"}
636243514702692354:{"name":"Matix333","score":"630"}
857662818508734495:{"name":"FLOPA","score":"940"}
801006572800573480:{"name":"! Moxeeee","score":"1355"}
985951100769284117:{"name":"jam_jest_OLIX","score":"85"}
967455814916927538:{"name":"itzzzbro","score":"4307"}
999227538515693568:{"name":"⪓⚡Nℽx๏ℽ⚡⪔","score":"3303"}
546769635953999879:{"name":"maraucz","score":"3682"}
961975120547688470:{"name":"𝔐𝔄𝔍𝔈ℜℭℨ𝔘𝔎","score":"2209"}
792457625547702332:{"name":"Zajac","score":"2873"}
990577445533016154:{"name":"olipro","score":"895"}
954789477803499551:{"name":"pioter","score":"770"}
773462908767305748:{"name":"ESKIRツ","score":"65"}
834817681928618025:{"name":"Tymacziks","score":"2465"}
943572891151261696:{"name":"Vankin","score":"2520"}
794662560401457174:{"name":"azriel_bojowy (1331)","score":"2845"}
751841953028767785:{"name":"chusta 123","score":"3744"}
953293115953930321:{"name":"Ganga goni (fifi)","score":"2335"}
793048631652646922:{"name":"olo","score":"3024"}
615283671481581621:{"name":"Mat3v_sz","score":"50"}
776458634946150431:{"name":"gryfgamesyt","score":"3055"}
856927675616329748:{"name":"Bober","score":"550"}
819510987715248189:{"name":"to_nie_wozny","score":"3155"}
619801588546142229:{"name":"DEXO","score":"3070"}
864564197629886474:{"name":"szymonsmax","score":"1445"}
915326359889403945:{"name":"spocony Natanek","score":"555"}
803648819043762257:{"name":"mikik2011","score":"1385"}
785794520628592681:{"name":"bolek","score":"3488"}
934815933153833000:{"name":"alex223","score":"955"}
985640218340262008:{"name":"rosolekszef","score":"1245"}
868087398586798112:{"name":"Sandey MC","score":"0"}
924748440276193280:{"name":"twojstaryhehe","score":"5"}
965353729555587172:{"name":"Mini Dj robak","score":"2415"}
910087352708366416:{"name":"Jumpscer_Plays","score":"2661"}
845747695813263400:{"name":"i_co_cie_gapisz","score":"1916"}
916453769951186944:{"name":"HE3dTFU","score":"4099"}
934823496989700177:{"name":"☾✞𝒱𝔢𝔞𝔩𝔷-𝔨𝔲𝔫✞☽","score":"3622"}
693104703227035719:{"name":"HUNT3R","score":"315"}
938809957514616873:{"name":"ncgsvjx_","score":"1550"}
765144980397621258:{"name":"Dejmian","score":"660"}
885926846275919923:{"name":"oplaczekq","score":"2220"}
703658235462418494:{"name":"Certyfikowana Bagieta Czosnkowa","score":"1860"}
714705952623951895:{"name":"KidosInParis","score":"3377"}
598428229975408641:{"name":"Koder123456","score":"295"}
880407977373356103:{"name":"⌯𓂅✧ꔛ⋆ǂ","score":"1760"}
859786433547468850:{"name":"sraczkatwojegostarego","score":"2940"}
831823462523863051:{"name":"Aisk","score":"1555"}
723483120653041676:{"name":"!𝓟𝓮𝓕𝓲𝓾𝓻𝓲𝓲","score":"0"}
916356479940976720:{"name":"꧁FȺƵɆ_ŁɆSNɎ꧂","score":"615"}
739964599800954953:{"name":"DonPutaKrokiet","score":"1565"}
929630448613720084:{"name":"SPEX","score":"2531"}
416176167742078999:{"name":"SamMikS","score":"4735"}
872364153875087380:{"name":"BelugaIsCool","score":"0"}
782657032225423411:{"name":"xkrzysiek_b","score":"360"}
840369172314587166:{"name":"sQueZy","score":"2461"}
882333858849247313:{"name":"skjeron","score":"0"}
707127634869616662:{"name":"KumakNizinny","score":"625"}
825100283038007316:{"name":"K Y X O","score":"1110"}
886571060332466186:{"name":"nazwa","score":"460"}
896309418222845962:{"name":"! Gl0ck","score":"1690"}
796715355493892176:{"name":"kasjer_nr5","score":"1705"}
565230471278231553:{"name":"lukasz519","score":"540"}
757632138551230705:{"name":"killer cie dopadnie","score":"910"}
830529608993865739:{"name":"czassu","score":"2450"}
770268985282789377:{"name":"k.a.m.i.l","score":"2936"}
731747482240942160:{"name":"Pop Cat","score":"555"}
988902524213927936:{"name":"Elgato_Oficial","score":"160"}
659486190692728883:{"name":"Feksju.","score":"0"}
853190711389454346:{"name":"👟 Trampek 👟","score":"0"}
913323944570921000:{"name":"kolo337","score":"1615"}
468791694259781634:{"name":"Rycerz","score":"2605"}
456057045867823104:{"name":"ToRpeQ","score":"1595"}
976577777950138368:{"name":"kinniasty","score":"120"}
976733796269428766:{"name":"bartek2137","score":"350"}
946447500376674314:{"name":"💪Mafixer😎","score":"1765"}
939604691313102909:{"name":"Nyyga^-^","score":"2245"}
822944689396514866:{"name":"Deduwa__","score":"935"}
821335813190582362:{"name":"Śnieżek","score":"2200"}
614447653429968917:{"name":"wexus","score":"1760"}
828948744803319868:{"name":"gliwka102","score":"3292"}
821098476296863794:{"name":"KARIK","score":"4412"}
480810668015091742:{"name":"VIZIR","score":"255"}
731201574772408390:{"name":"Srat","score":"3044"}
999905920857411666:{"name":"kacperXD132","score":"425"}
964495314239258725:{"name":"DomBartTV","score":"2754"}
802200397199573003:{"name":"Luki_","score":"1647"}
540515793528684544:{"name":"Majster","score":"2987"}
960486097362759680:{"name":"vezerekk","score":"3000"}
796704470012526602:{"name":"_lodowwka","score":"770"}
852866605275938866:{"name":"WaitMees","score":"3188"}
930258679985483907:{"name":"HOMI","score":"4979"}
712662608519626783:{"name":"hlep","score":"2180"}
912717764467249182:{"name":"Cichy lol","score":"560"}
771830977382711307:{"name":"𝕁𝕒𝕤𝕚𝕦𝕋𝕠𝕊𝕫𝕖𝕗","score":"385"}
644252881427496991:{"name":"M1kolaj","score":"2633"}
702081215406145628:{"name":"_Tadeusz_Psi_Fiut_","score":"3876"}
756925497027330108:{"name":"!! crymore","score":"275"}
913489806745563196:{"name":"X-Skull_X","score":"2079"}
853289514835116092:{"name":"wæ","score":"5"}
698407698106024006:{"name":"𝕄𝕒𝕣𝕥𝕪𝕟𝕢𝕒","score":"2697"}
778244289163165728:{"name":"$$_Pepe_$$","score":"635"}
949762442571944027:{"name":"DeyZ","score":"2263"}
885527502573940787:{"name":"paker11","score":"50"}
707238803290456176:{"name":"Jasiu203","score":"25"}
963439515270271006:{"name":"wniosek","score":"3510"}
736659075768778823:{"name":"im_killerek","score":"3347"}
763816404209107014:{"name":"simon34","score":"3227"}
449597776355917836:{"name":"Kubulek","score":"2848"}
901160361619767296:{"name":"xkuvix","score":"190"}
934851747850104862:{"name":"wojtek","score":"1700"}
524967045163384834:{"name":"Bent1","score":"3900"}
931896024266604545:{"name":"Aleo","score":"250"}
974724869679874128:{"name":"michaluwusnie<3","score":"460"}
736511813188976690:{"name":"Twiss_BG","score":"3062"}
996389973269938186:{"name":"Filipooo","score":"1954"}
673981118147723360:{"name":"_.𝔦𝔠𝔬𝔩𝔢𝔫𝔢𝔨","score":"240"}
844144762217824268:{"name":"PETRUSSIA","score":"3292"}
596596738752512002:{"name":"Felo","score":"2760"}
805093176532402227:{"name":"MAKSIOFF","score":"660"}
881835753347379260:{"name":"Ksawery","score":"4270"}
948659768552194099:{"name":"danexz","score":"615"}
610901386191700014:{"name":"Assasins-_-","score":"4121"}
955842055614128198:{"name":"papież Polak","score":"100"}
938376370155843614:{"name":"vadx","score":"575"}
927483664282026004:{"name":"Poxelosus 🔥","score":"3018"}
650411273233760267:{"name":"Conem","score":"1435"}
691718568383086653:{"name":"Pawlik_szef","score":"255"}
912742289967829002:{"name":"Gapa","score":"295"}
794270224563306517:{"name":"adzyxd","score":"715"}
883597661243080704:{"name":"papier/papaja","score":"3169"}
757206903787880488:{"name":"damianito0000","score":"1819"}
814280416164708423:{"name":"czego","score":"1549"}
813471991805902858:{"name":"Sharnik","score":"2230"}
749757357831225384:{"name":"🖤Pingwin🖤","score":"800"}
770536187844493314:{"name":"kuso","score":"4644"}
929421530255999006:{"name":"jabol","score":"1955"}
830698544947789846:{"name":"K I I O","score":"1937"}
761538889251946506:{"name":"✰ᵃⁱʳ ᶠᵒʳᶜᵉ✰✞𝙁𝙧𝙚𝙭𝙯𝙮✞","score":"2640"}
599906765504512005:{"name":"Nicolee","score":"5572"}
854386107511996426:{"name":"michu2137","score":"2024"}
835991968579715082:{"name":"adrianeu","score":"6117"}
974431062916743188:{"name":"szlachtaaaa","score":"435"}
927189998921453579:{"name":"pączekZrączek","score":"2526"}
709426381120864347:{"name":"Mdragon","score":"850"}
795872591742632018:{"name":"Widzisz Mnie","score":"3251"}
548591740991307808:{"name":"MaksvKas","score":"2921"}
910103613198696459:{"name":"Sus69","score":"1805"}
718443294140399708:{"name":"shadow4287","score":"2878"}
523197355730927616:{"name":"jakisdziad","score":"455"}
829099867308949575:{"name":"Rudy","score":"3337"}
934075302458556436:{"name":"rysiu_jestem","score":"775"}
480366483369623553:{"name":"szopikson","score":"260"}
843199832246976594:{"name":"Twójstarylatynos","score":"270"}
709058858483712060:{"name":"ඞToxicMareczekkඞ","score":"1945"}
712262822326698084:{"name":"kavaix","score":"60"}
944217677839368193:{"name":"kiszony8217","score":"980"}
655314781573480468:{"name":"Kinguin Rainbow","score":"515"}
740182288922574899:{"name":"Wojtuśinka","score":"3443"}
681466123572477984:{"name":"cattail","score":"3042"}
959868973686599781:{"name":"Dinozaur","score":"3448"}
761645214724128798:{"name":"wiloko","score":"1094"}
647030385246601226:{"name":"Eres","score":"2779"}
783303315173408834:{"name":"pllisek123","score":"2205"}
513356548513464331:{"name":"LayToxik","score":"1205"}
669951776451067924:{"name":"Crow","score":"4186"}
969580471828742194:{"name":"1P4BL01","score":"2600"}
997509782653108345:{"name":"download","score":"280"}
819134762589224961:{"name":"¢ xox","score":"3181"}
711524886232957019:{"name":"XMand0","score":"210"}
843424926190403584:{"name":"Chmurzasta","score":"4276"}
700808234994237491:{"name":"XENIT","score":"600"}
791428293860917279:{"name":"Zielarz","score":"505"}
941823944044990464:{"name":"хйэяйхфэзыэфыэхйх","score":"3079"}
581449625010176010:{"name":"Zajoc007","score":"65"}
888949910077046784:{"name":"gracek","score":"3107"}
832399355000389633:{"name":"(つ●~●)つ","score":"225"}
698083340921602069:{"name":"Baronik2007","score":"1405"}
590136836672978944:{"name":"Mr. Gatzka","score":"3776"}
834333691542241282:{"name":"korkorek15","score":"2565"}
954713176723836970:{"name":"AFKBERLIN","score":"3559"}
992151874377629727:{"name":"DDedasz","score":"2299"}
700066552279466136:{"name":"skaylus","score":"2834"}
526477050266124300:{"name":"Soczek","score":"2288"}
616213229407961089:{"name":"†krzyżak†","score":"200"}
608617725551575040:{"name":"Franio","score":"80"}
648543147554635796:{"name":"Łuki","score":"3640"}
610113532960440330:{"name":"avaabab1","score":"2460"}
579250412587188225:{"name":"RaziKˢᶻᵉᶠ","score":"2920"}
987697967043604492:{"name":"muzumanin","score":"1210"}
686988070104596687:{"name":"jablekk","score":"3833"}
814430851961323520:{"name":"VermiXu","score":"415"}
721861253433393323:{"name":"SzDomagツ","score":"655"}
769876256216449045:{"name":"tymongames","score":"477"}
796726740197179422:{"name":"żyrafa","score":"2829"}
767255846819725322:{"name":"nudy","score":"2155"}
727532581238603856:{"name":"konrad","score":"450"}
825955979942035467:{"name":"Demoniss","score":"80"}
892100504564428861:{"name":"Pablo Escobar","score":"5408"}
687303457299890198:{"name":"Marcel B.","score":"1695"}
848810277541117992:{"name":"シ꧁Y̺͆o̺͆u̺͆n̺͆g̺͆I̺͆v̺͆a̺͆n̺͆꧂シ","score":"4213"}
862002549988786256:{"name":"ksawier","score":"0"}
748425247635669073:{"name":"Michosie","score":"705"}
833241689040355347:{"name":"pan siwy","score":"2640"}
913795894716035113:{"name":"LilTryHard4","score":"3798"}
497472650390667284:{"name":"Qbixor","score":"3123"}
814606158592475167:{"name":"zoes","score":"1832"}
557549638886883338:{"name":"Zabity","score":"980"}
696327540062683148:{"name":"Murzyn123","score":"3431"}
979725027974975529:{"name":"Pinguś🤙","score":"480"}
795709606969999421:{"name":"Ryszardek","score":"2551"}
994333629847191623:{"name":"atroixxx","score":"1260"}
720927517288169532:{"name":"hajtonim","score":"4420"}
804066968268439622:{"name":"._cypek_.","score":"1984"}
534304146476498966:{"name":"Czarny","score":"1180"}
490564981037858827:{"name":"kajlerek","score":"1968"}
963508588750450708:{"name":"Kreduu","score":"1235"}
869584874460307536:{"name":"assassin's creed pdf","score":"2400"}
885859681061441556:{"name":"🥵Kurczak🥵","score":"180"}
872797404347392000:{"name":"Frisk_21","score":"2405"}
823570608331161642:{"name":"smurfik","score":"550"}
922143249265725511:{"name":"DawiS420","score":"50"}
777944313698320395:{"name":"Marynata","score":"2727"}
905841207647830036:{"name":"Piotrus","score":"2240"}
725721503060066395:{"name":"twoj mama2115","score":"924"}
705363314502402139:{"name":"toto😎","score":"3586"}
698871346628788244:{"name":"𝕊𝕫𝕪𝕞𝕠𝕟","score":"3006"}
826137465554731011:{"name":"kubop","score":"1175"}
563051283733413899:{"name":"Kamilek","score":"1860"}
701832182699917362:{"name":"owier","score":"2195"}
802220316977528833:{"name":".xevu","score":"1520"}
659814526090477608:{"name":"Delkes","score":"2125"}
701765780240597112:{"name":"Pablo Escobar","score":"420"}
802430185445916672:{"name":"Michał krasek/Man United","score":"835"}
740247284264206417:{"name":"xZachaczix","score":"3527"}
549891906125955074:{"name":"Melon","score":"460"}
506039296021757962:{"name":"KUBUŚ","score":"970"}
968142286657576980:{"name":"Magnus","score":"1665"}
943137730550956072:{"name":"♡𝔫𝔢𝔨𝔞𝔶𝔞𝔞♡","score":"1697"}
330764550452412418:{"name":"E.V.9","score":"4703"}
563078886133334017:{"name":"pantaran","score":"2675"}
878220716967886929:{"name":"𝙈𝙄𝘾𝙃𝙐","score":"2511"}
697013227829329992:{"name":"TOMEKV2","score":"125"}
799261767770308618:{"name":"SerekOfficial","score":"3834"}
452873005077364736:{"name":"ProZnak","score":"145"}
852797248445874207:{"name":"Kuba","score":"1474"}
